customer_id,gender,age,payment_method
C270511,Male,59.0,Credit Card
C316668,Female,39.0,Debit Card
C208820,Female,42.0,Cash
C138379,Female,64.0,Debit Card
C112572,Female,21.0,Credit Card
C285600,Female,38.0,Debit Card
C310835,Female,54.0,Credit Card
C896425,Female,19.0,Cash
C320807,Female,63.0,Credit Card
C833832,Female,31.0,Cash
C409959,Male,63.0,Cash
C192208,Male,32.0,Cash
C875223,Male,36.0,Credit Card
C238006,Female,63.0,Credit Card
C275357,Male,52.0,Credit Card
C702933,Male,65.0,Debit Card
C140745,Male,59.0,Cash
C914511,Female,27.0,Credit Card
C143682,Female,36.0,Cash
C263639,Female,52.0,Cash
C296497,Female,24.0,Cash
C222290,Male,46.0,Cash
C325187,Female,25.0,Credit Card
C664935,Male,28.0,Cash
C119515,Male,27.0,Debit Card
C237089,Female,51.0,Cash
C335203,Male,29.0,Cash
C176688,Female,66.0,Cash
C610294,Female,69.0,Credit Card
C339673,Female,39.0,Cash
C207835,Female,34.0,Cash
C345910,Female,40.0,Credit Card
C282723,Female,50.0,Credit Card
C382765,Female,46.0,Cash
C259919,Female,32.0,Credit Card
C251213,Female,63.0,Credit Card
C160705,Male,48.0,Credit Card
C866159,Female,56.0,Credit Card
C973780,Female,35.0,Cash
C288597,Female,22.0,Debit Card
C249440,Female,66.0,Debit Card
C119628,Female,56.0,Credit Card
C222918,Male,58.0,Credit Card
C414521,Male,45.0,Debit Card
C165836,Male,38.0,Credit Card
C134592,Male,44.0,Cash
C120975,Female,22.0,Credit Card
C176796,Male,32.0,Credit Card
C140075,Female,44.0,Cash
C172187,Male,54.0,Credit Card
C738885,Female,46.0,Cash
C312928,Male,28.0,Credit Card
C741284,Female,46.0,Credit Card
C183547,Female,44.0,Debit Card
C233301,Male,66.0,Cash
C298010,Female,58.0,Cash
C597269,Female,20.0,Cash
C205251,Male,38.0,Debit Card
C580109,Female,41.0,Credit Card
C182112,Male,33.0,Cash
C189108,Male,49.0,Credit Card
C216610,Male,24.0,Credit Card
C212875,Male,49.0,Cash
C238312,Male,24.0,Credit Card
C285238,Male,45.0,Debit Card
C256177,Female,41.0,Credit Card
C141288,Female,37.0,Cash
C113477,Male,38.0,Credit Card
C173991,Male,63.0,Cash
C897225,Male,47.0,Debit Card
C110993,Female,28.0,Cash
C337885,Male,53.0,Cash
C563362,Female,23.0,Cash
C297065,Female,62.0,Credit Card
C205427,Female,23.0,Credit Card
C107918,Female,35.0,Cash
C330226,Female,39.0,Debit Card
C200381,Female,25.0,Cash
C939804,Male,64.0,Credit Card
C143260,Male,66.0,Cash
C325994,Male,47.0,Debit Card
C141783,Female,66.0,Cash
C199411,Female,39.0,Credit Card
C277704,Female,29.0,Debit Card
C330584,Female,56.0,Credit Card
C153773,Female,51.0,Debit Card
C799011,Male,27.0,Cash
C473200,Male,27.0,Credit Card
C247761,Male,59.0,Debit Card
C758852,Female,32.0,Credit Card
C102102,Female,32.0,Debit Card
C206316,Female,62.0,Cash
C129996,Female,56.0,Cash
C909138,Male,32.0,Debit Card
C689334,Male,40.0,Debit Card
C837574,Female,29.0,Credit Card
C209440,Male,24.0,Credit Card
C205490,Male,37.0,Cash
C675133,Female,62.0,Cash
C713790,Male,47.0,Cash
C826422,Male,34.0,Debit Card
C760558,Male,46.0,Credit Card
C760927,Female,23.0,Cash
C205812,Female,44.0,Credit Card
C170651,Male,41.0,Credit Card
C202430,Male,24.0,Credit Card
C155522,Male,42.0,Cash
C722098,Male,59.0,Credit Card
C562765,Male,39.0,Debit Card
C160563,Female,54.0,Cash
C265780,Female,59.0,Cash
C164011,Female,42.0,Credit Card
C194381,Female,27.0,Cash
C315324,Female,57.0,Cash
C113421,Female,18.0,Credit Card
C201843,Female,50.0,Credit Card
C323428,Female,68.0,Debit Card
C309117,Female,50.0,Cash
C160067,Female,18.0,Cash
C196801,Female,52.0,Cash
C208496,Male,60.0,Credit Card
C187531,Male,41.0,Debit Card
C150034,Female,58.0,Credit Card
C237077,Male,34.0,Debit Card
C256703,Male,25.0,Cash
C285794,Female,56.0,Cash
C206840,Female,53.0,Cash
C347589,Male,39.0,Credit Card
C104539,Male,46.0,Cash
C816136,Female,28.0,Credit Card
C298706,Female,30.0,Credit Card
C294058,Male,61.0,Cash
C952785,Female,66.0,Cash
C240782,Female,22.0,Credit Card
C920208,Male,22.0,Debit Card
C259608,Female,68.0,Credit Card
C191611,Female,58.0,Credit Card
C392145,Female,41.0,Cash
C619431,Male,30.0,Debit Card
C711947,Female,63.0,Cash
C235437,Female,61.0,Credit Card
C269795,Female,36.0,Cash
C283541,Male,62.0,Cash
C326590,Male,56.0,Cash
C204574,Female,44.0,Cash
C310424,Female,42.0,Credit Card
C946302,Female,63.0,Credit Card
C336142,Female,29.0,Credit Card
C409283,Male,36.0,Debit Card
C265883,Female,18.0,Cash
C781818,Female,22.0,Cash
C258232,Female,41.0,Credit Card
C118542,Female,48.0,Credit Card
C134705,Female,27.0,Cash
C218701,Female,31.0,Cash
C225871,Female,66.0,Cash
C301498,Male,62.0,Credit Card
C288657,Male,31.0,Cash
C263524,Female,48.0,Cash
C804339,Female,28.0,Credit Card
C223223,Female,59.0,Cash
C262541,Male,54.0,Cash
C331630,Female,65.0,Credit Card
C126395,Male,38.0,Credit Card
C124798,Female,22.0,Cash
C103336,Female,30.0,Credit Card
C775834,Female,36.0,Debit Card
C311679,Male,26.0,Cash
C199377,Male,19.0,Cash
C803920,Male,64.0,Cash
C423442,Male,68.0,Cash
C956971,Male,63.0,Cash
C231401,Female,31.0,Credit Card
C335893,Male,39.0,Credit Card
C108685,Female,48.0,Debit Card
C705781,Female,25.0,Cash
C498673,Male,27.0,Credit Card
C815735,Male,55.0,Debit Card
C897941,Male,29.0,Debit Card
C101208,Female,44.0,Credit Card
C255242,Male,22.0,Cash
C173087,Male,58.0,Cash
C281130,Male,50.0,Debit Card
C321008,Female,33.0,Credit Card
C147326,Female,56.0,Cash
C328616,Female,29.0,Cash
C644806,Female,40.0,Cash
C334353,Female,46.0,Credit Card
C197241,Female,19.0,Credit Card
C422499,Male,39.0,Cash
C249410,Female,59.0,Cash
C208279,Male,54.0,Credit Card
C334784,Female,50.0,Credit Card
C323029,Male,49.0,Debit Card
C120412,Male,51.0,Credit Card
C238337,Female,62.0,Cash
C932695,Male,38.0,Debit Card
C183125,Male,62.0,Cash
C304415,Female,22.0,Debit Card
C116397,Female,65.0,Credit Card
C147243,Female,44.0,Credit Card
C219458,Female,56.0,Credit Card
C234857,Male,53.0,Debit Card
C908127,Female,60.0,Credit Card
C171272,Female,39.0,Credit Card
C307783,Male,26.0,Cash
C347162,Male,28.0,Debit Card
C339873,Male,37.0,Debit Card
C366286,Female,63.0,Credit Card
C122957,Female,32.0,Credit Card
C152296,Male,25.0,Credit Card
C193171,Female,39.0,Credit Card
C780077,Male,19.0,Cash
C243280,Female,19.0,Credit Card
C237757,Male,44.0,Credit Card
C157818,Male,25.0,Credit Card
C147312,Female,39.0,Debit Card
C164515,Male,58.0,Cash
C204053,Male,46.0,Debit Card
C119537,Male,59.0,Debit Card
C212939,Female,60.0,Debit Card
C677658,Female,29.0,Cash
C487444,Female,55.0,Debit Card
C226448,Male,51.0,Credit Card
C580984,Female,68.0,Cash
C255809,Female,36.0,Cash
C159207,Male,nan,Credit Card
C179863,Female,38.0,Credit Card
C978056,Female,68.0,Cash
C224829,Male,49.0,Cash
C367407,Female,28.0,Debit Card
C301732,Male,24.0,Cash
C251083,Female,21.0,Cash
C302221,Male,18.0,Credit Card
C854291,Female,39.0,Credit Card
C107983,Male,24.0,Cash
C217725,Female,39.0,Cash
C136603,Male,42.0,Cash
C226930,Male,62.0,Credit Card
C417960,Female,49.0,Cash
C178524,Female,22.0,Credit Card
C301058,Male,57.0,Credit Card
C198073,Female,28.0,Credit Card
C282740,Female,54.0,Debit Card
C228579,Female,46.0,Debit Card
C305476,Female,62.0,Cash
C180705,Male,65.0,Cash
C192886,Male,nan,Credit Card
C155953,Female,21.0,Credit Card
C167387,Female,43.0,Cash
C209911,Female,24.0,Cash
C312465,Female,39.0,Debit Card
C132998,Male,50.0,Debit Card
C120660,Female,47.0,Cash
C295678,Female,66.0,Cash
C207391,Female,67.0,Cash
C112164,Female,30.0,Cash
C122697,Male,64.0,Credit Card
C319924,Female,37.0,Credit Card
C232371,Female,67.0,Cash
C132116,Female,39.0,Credit Card
C304641,Female,43.0,Debit Card
C254428,Female,26.0,Debit Card
C197343,Female,36.0,Debit Card
C421917,Male,49.0,Cash
C638788,Male,18.0,Cash
C395907,Male,39.0,Credit Card
C397565,Female,62.0,Cash
C160686,Female,18.0,Cash
C181088,Female,58.0,Debit Card
C199760,Female,24.0,Credit Card
C145293,Female,58.0,Cash
C288080,Female,53.0,Debit Card
C318215,Female,33.0,Cash
C355843,Female,66.0,Cash
C128672,Female,24.0,Credit Card
C321516,Male,69.0,Credit Card
C666345,Female,47.0,Cash
C238868,Female,32.0,Credit Card
C685383,Female,55.0,Credit Card
C299193,Male,43.0,Cash
C132608,Female,44.0,Credit Card
C186122,Male,62.0,Debit Card
C265175,Female,69.0,Cash
C233655,Male,56.0,Debit Card
C409822,Female,29.0,Cash
C179086,Female,22.0,Debit Card
C265563,Male,34.0,Debit Card
C662936,Female,27.0,Cash
C218368,Female,38.0,Cash
C300135,Male,44.0,Credit Card
C392081,Male,27.0,Credit Card
C330941,Male,66.0,Cash
C317374,Female,51.0,Credit Card
C168991,Male,45.0,Credit Card
C183524,Female,63.0,Credit Card
C132529,Male,61.0,Credit Card
C846344,Male,47.0,Credit Card
C321300,Female,58.0,Credit Card
C222879,Male,33.0,Debit Card
C197437,Female,54.0,Cash
C818471,Male,60.0,Cash
C129084,Male,37.0,Credit Card
C926102,Female,66.0,Cash
C190941,Male,27.0,Cash
C293614,Male,38.0,Cash
C164026,Female,39.0,Cash
C997679,Female,56.0,Cash
C144077,Female,57.0,Cash
C253387,Female,21.0,Cash
C631777,Male,55.0,Debit Card
C193441,Male,49.0,Cash
C870478,Female,23.0,Debit Card
C760069,Female,55.0,Credit Card
C233988,Female,47.0,Cash
C173481,Male,69.0,Cash
C205525,Male,38.0,Cash
C113459,Male,33.0,Credit Card
C649087,Female,50.0,Debit Card
C958085,Female,58.0,Cash
C329367,Female,23.0,Debit Card
C125889,Female,20.0,Credit Card
C232583,Female,25.0,Cash
C927565,Male,65.0,Cash
C401725,Female,32.0,Cash
C112903,Female,36.0,Credit Card
C273670,Female,52.0,Cash
C280107,Female,57.0,Credit Card
C254537,Female,53.0,Cash
C225238,Female,48.0,Credit Card
C274259,Female,27.0,Credit Card
C111167,Male,65.0,Cash
C427152,Female,35.0,Cash
C186393,Male,25.0,Debit Card
C237687,Male,68.0,Debit Card
C158072,Female,34.0,Credit Card
C307418,Female,58.0,Debit Card
C459765,Female,68.0,Cash
C522391,Male,31.0,Credit Card
C113315,Male,46.0,Cash
C159537,Male,53.0,Cash
C338497,Female,53.0,Credit Card
C272287,Male,38.0,Credit Card
C187099,Female,47.0,Credit Card
C226462,Female,29.0,Credit Card
C318075,Female,50.0,Credit Card
C964994,Female,24.0,Credit Card
C625299,Female,23.0,Debit Card
C170358,Male,62.0,Debit Card
C163403,Male,41.0,Cash
C293604,Female,40.0,Debit Card
C159428,Male,21.0,Cash
C936511,Female,46.0,Debit Card
C391993,Male,57.0,Cash
C125807,Female,24.0,Credit Card
C179027,Male,23.0,Credit Card
C187608,Female,62.0,Credit Card
C176989,Female,64.0,Credit Card
C185481,Female,57.0,Debit Card
C244568,Female,47.0,Credit Card
C113860,Male,69.0,Cash
C127597,Female,48.0,Credit Card
C206027,Female,55.0,Cash
C238465,Male,60.0,Cash
C667187,Male,47.0,Credit Card
C900078,Female,30.0,Cash
C309649,Female,46.0,Debit Card
C220535,Female,69.0,Credit Card
C203460,Male,27.0,Debit Card
C397133,Female,62.0,Cash
C230054,Male,57.0,Cash
C420280,Female,50.0,Cash
C571420,Female,49.0,Credit Card
C648321,Male,46.0,Cash
C288924,Female,64.0,Cash
C139048,Female,45.0,Credit Card
C251515,Female,65.0,Cash
C187085,Female,59.0,Credit Card
C142947,Male,34.0,Cash
C180367,Female,46.0,Debit Card
C219627,Female,39.0,Debit Card
C117836,Female,61.0,Credit Card
C188649,Female,29.0,Cash
C127202,Female,54.0,Cash
C313844,Male,59.0,Cash
C124527,Male,29.0,Cash
C291639,Male,59.0,Cash
C519176,Male,36.0,Credit Card
C212037,Male,18.0,Cash
C748169,Female,28.0,Credit Card
C780725,Female,22.0,Cash
C212421,Female,52.0,Debit Card
C191606,Male,59.0,Debit Card
C149152,Male,60.0,Credit Card
C162907,Female,29.0,Cash
C115296,Male,21.0,Cash
C361491,Female,44.0,Credit Card
C141167,Female,53.0,Credit Card
C307691,Female,26.0,Credit Card
C338678,Male,23.0,Debit Card
C144400,Female,25.0,Cash
C294586,Female,50.0,Debit Card
C172570,Female,55.0,Debit Card
C166601,Female,36.0,Debit Card
C473656,Female,51.0,Debit Card
C220155,Male,52.0,Cash
C334614,Male,36.0,Cash
C130661,Female,20.0,Debit Card
C431997,Female,68.0,Cash
C159219,Female,49.0,Credit Card
C309403,Male,40.0,Cash
C664460,Female,51.0,Credit Card
C214291,Male,53.0,Cash
C148051,Male,61.0,Credit Card
C195775,Female,61.0,Cash
C203680,Female,33.0,Credit Card
C452310,Female,35.0,Credit Card
C316630,Female,39.0,Cash
C898094,Female,22.0,Credit Card
C107774,Female,18.0,Cash
C156908,Female,62.0,Cash
C923796,Male,25.0,Cash
C155993,Male,28.0,Cash
C641830,Male,36.0,Debit Card
C230795,Female,64.0,Cash
C929445,Male,36.0,Debit Card
C104431,Male,43.0,Credit Card
C136457,Male,27.0,Credit Card
C492247,Male,49.0,Cash
C357389,Male,23.0,Cash
C241732,Female,60.0,Cash
C173075,Female,48.0,Cash
C148813,Male,22.0,Debit Card
C278169,Male,48.0,Cash
C198204,Male,19.0,Credit Card
C113247,Female,22.0,Cash
C121896,Male,50.0,Cash
C173304,Male,21.0,Credit Card
C544374,Female,44.0,Credit Card
C216918,Female,25.0,Credit Card
C296026,Female,21.0,Cash
C163759,Female,68.0,Debit Card
C123252,Female,69.0,Cash
C271235,Male,48.0,Cash
C202826,Male,42.0,Cash
C196769,Male,53.0,Credit Card
C312179,Female,41.0,Cash
C121326,Male,20.0,Cash
C225258,Female,50.0,Debit Card
C576099,Male,38.0,Cash
C163944,Female,51.0,Cash
C194476,Female,43.0,Debit Card
C218563,Female,42.0,Credit Card
C184645,Male,35.0,Cash
C642954,Male,42.0,Debit Card
C197459,Male,58.0,Cash
C109369,Male,45.0,Cash
C112629,Female,22.0,Credit Card
C998123,Female,23.0,Credit Card
C177148,Female,32.0,Credit Card
C270340,Male,56.0,Credit Card
C262303,Female,22.0,Credit Card
C613598,Female,61.0,Cash
C117127,Female,32.0,Credit Card
C227865,Female,68.0,Cash
C143342,Female,51.0,Credit Card
C172677,Female,50.0,Cash
C253600,Female,40.0,Credit Card
C922558,Male,59.0,Cash
C179015,Female,31.0,Credit Card
C931048,Female,20.0,Debit Card
C286181,Female,69.0,Cash
C237860,Male,27.0,Cash
C337967,Female,25.0,Cash
C643254,Female,23.0,Credit Card
C332746,Female,37.0,Cash
C240106,Female,29.0,Debit Card
C280603,Male,27.0,Cash
C145013,Female,35.0,Credit Card
C284623,Male,33.0,Debit Card
C239035,Male,36.0,Debit Card
C184906,Female,25.0,Cash
C829413,Male,68.0,Cash
C159040,Male,55.0,Credit Card
C189795,Female,49.0,Debit Card
C366520,Male,69.0,Cash
C150661,Male,25.0,Cash
C416445,Female,22.0,Cash
C564910,Female,67.0,Credit Card
C746675,Female,51.0,Cash
C938138,Female,55.0,Credit Card
C192263,Female,21.0,Credit Card
C298372,Male,23.0,Debit Card
C192474,Female,59.0,Cash
C154366,Male,33.0,Cash
C302047,Female,62.0,Cash
C197249,Female,67.0,Cash
C417408,Male,27.0,Cash
C331357,Female,68.0,Cash
C294148,Male,36.0,Debit Card
C973880,Female,39.0,Credit Card
C167058,Female,25.0,Cash
C223911,Female,60.0,Debit Card
C170388,Male,29.0,Credit Card
C221921,Female,65.0,Credit Card
C270709,Female,57.0,Cash
C287847,Male,44.0,Cash
C952028,Female,24.0,Cash
C315212,Male,50.0,Debit Card
C411554,Male,41.0,Credit Card
C844327,Female,68.0,Cash
C177167,Female,42.0,Cash
C309581,Female,39.0,Credit Card
C309210,Female,36.0,Cash
C116777,Female,65.0,Cash
C271783,Male,47.0,Cash
C671556,Female,33.0,Credit Card
C144418,Male,30.0,Credit Card
C975315,Male,66.0,Cash
C268742,Male,58.0,Credit Card
C830499,Female,29.0,Credit Card
C188333,Female,40.0,Cash
C108654,Male,62.0,Credit Card
C328810,Female,25.0,Cash
C311405,Female,47.0,Credit Card
C366619,Female,64.0,Cash
C315353,Female,25.0,Credit Card
C258100,Male,55.0,Debit Card
C885556,Male,25.0,Credit Card
C209478,Female,48.0,Credit Card
C719277,Male,53.0,Cash
C279345,Male,32.0,Credit Card
C724168,Male,29.0,Cash
C296959,Female,28.0,Credit Card
C588425,Female,62.0,Cash
C293900,Female,60.0,Credit Card
C238527,Male,65.0,Cash
C401620,Male,50.0,Credit Card
C416594,Female,32.0,Cash
C145424,Male,61.0,Debit Card
C661567,Female,51.0,Cash
C524026,Female,60.0,Credit Card
C313916,Female,53.0,Cash
C552796,Female,33.0,Cash
C946088,Female,32.0,Debit Card
C147279,Female,67.0,Cash
C188431,Male,22.0,Cash
C307737,Male,69.0,Cash
C444381,Male,24.0,Debit Card
C157010,Female,26.0,Cash
C322782,Female,44.0,Cash
C198863,Male,44.0,Credit Card
C127083,Male,42.0,Cash
C353530,Female,30.0,Credit Card
C319848,Female,60.0,Debit Card
C801856,Female,39.0,Cash
C149802,Female,33.0,Credit Card
C287528,Male,47.0,Credit Card
C251002,Female,56.0,Credit Card
C303405,Female,36.0,Debit Card
C251418,Female,33.0,Credit Card
C287330,Female,31.0,Credit Card
C291863,Female,59.0,Debit Card
C212551,Female,25.0,Cash
C171337,Female,67.0,Cash
C754841,Female,32.0,Debit Card
C354691,Male,23.0,Debit Card
C126084,Female,50.0,Credit Card
C232826,Female,48.0,Credit Card
C514238,Female,61.0,Cash
C330108,Male,21.0,Cash
C236528,Male,42.0,Credit Card
C288663,Female,23.0,Cash
C315571,Female,63.0,Debit Card
C465320,Male,66.0,Debit Card
C336243,Female,69.0,Credit Card
C219528,Female,39.0,Cash
C294378,Female,19.0,Cash
C122664,Male,35.0,Debit Card
C757565,Female,62.0,Credit Card
C176067,Female,52.0,Cash
C145511,Female,57.0,Credit Card
C179329,Female,61.0,Credit Card
C202516,Female,48.0,Debit Card
C243863,Female,21.0,Cash
C807983,Male,nan,Debit Card
C345389,Female,46.0,Debit Card
C136006,Male,37.0,Credit Card
C836473,Female,69.0,Credit Card
C236190,Male,33.0,Cash
C126295,Male,59.0,Credit Card
C294832,Male,24.0,Cash
C219286,Male,19.0,Cash
C168400,Male,31.0,Credit Card
C582601,Female,33.0,Cash
C179612,Female,31.0,Debit Card
C135332,Female,59.0,Cash
C582870,Female,62.0,Cash
C909319,Male,50.0,Cash
C265124,Female,38.0,Debit Card
C249380,Female,53.0,Cash
C275632,Male,20.0,Cash
C283543,Female,27.0,Credit Card
C162835,Male,55.0,Cash
C727532,Female,41.0,Credit Card
C300864,Female,51.0,Credit Card
C109915,Male,55.0,Cash
C268455,Female,64.0,Debit Card
C307692,Male,18.0,Credit Card
C156072,Male,60.0,Credit Card
C177975,Female,nan,Debit Card
C853689,Male,52.0,Debit Card
C724162,Female,54.0,Cash
C320743,Female,50.0,Credit Card
C138503,Male,27.0,Cash
C810138,Female,55.0,Credit Card
C173865,Female,48.0,Debit Card
C503411,Male,24.0,Credit Card
C264716,Male,39.0,Cash
C322662,Female,22.0,Credit Card
C237147,Male,65.0,Credit Card
C279220,Female,54.0,Credit Card
C460899,Male,24.0,Debit Card
C281552,Female,60.0,Debit Card
C293712,Male,64.0,Credit Card
C138646,Female,38.0,Cash
C411667,Female,33.0,Cash
C444165,Female,32.0,Credit Card
C119663,Female,52.0,Cash
C154974,Female,37.0,Cash
C113279,Female,19.0,Credit Card
C115359,Female,67.0,Debit Card
C876652,Female,19.0,Debit Card
C162891,Male,59.0,Cash
C274664,Female,41.0,Cash
C236851,Female,49.0,Credit Card
C228182,Female,18.0,Debit Card
C732997,Female,24.0,Cash
C334760,Female,51.0,Cash
C423808,Male,66.0,Credit Card
C304740,Male,52.0,Cash
C100960,Female,54.0,Debit Card
C257235,Female,37.0,Debit Card
C314339,Female,28.0,Debit Card
C249622,Female,53.0,Cash
C283214,Female,68.0,Debit Card
C139767,Female,51.0,Cash
C150992,Female,34.0,Cash
C723710,Female,18.0,Cash
C228194,Female,37.0,Credit Card
C223184,Male,41.0,Credit Card
C105387,Male,24.0,Credit Card
C164612,Male,45.0,Credit Card
C136755,Male,38.0,Cash
C165812,Female,19.0,Cash
C146331,Male,58.0,Cash
C126596,Female,29.0,Cash
C192159,Female,60.0,Credit Card
C230856,Male,44.0,Credit Card
C100844,Female,33.0,Credit Card
C186451,Female,69.0,Credit Card
C217963,Female,53.0,Credit Card
C246496,Female,25.0,Credit Card
C157571,Male,26.0,Credit Card
C242697,Male,43.0,Cash
C192451,Male,41.0,Debit Card
C286402,Female,36.0,Cash
C225493,Male,25.0,Cash
C324559,Male,34.0,Credit Card
C357945,Male,54.0,Credit Card
C266900,Female,50.0,Credit Card
C553587,Male,67.0,Cash
C645479,Male,42.0,Debit Card
C235616,Female,64.0,Cash
C300166,Female,45.0,Cash
C936023,Female,50.0,Cash
C313132,Female,68.0,Cash
C333928,Male,29.0,Credit Card
C119017,Male,65.0,Credit Card
C126459,Female,59.0,Cash
C281819,Female,48.0,Credit Card
C320501,Female,64.0,Credit Card
C251703,Female,50.0,Credit Card
C259101,Female,44.0,Debit Card
C183718,Female,67.0,Cash
C143145,Female,34.0,Credit Card
C741738,Male,46.0,Debit Card
C285888,Female,50.0,Cash
C117862,Female,44.0,Debit Card
C203795,Male,63.0,Credit Card
C219721,Female,31.0,Credit Card
C531068,Male,69.0,Cash
C264876,Female,18.0,Cash
C211233,Male,50.0,Credit Card
C220352,Female,34.0,Debit Card
C743963,Male,60.0,Cash
C292361,Female,41.0,Cash
C298091,Female,43.0,Credit Card
C169770,Female,25.0,Credit Card
C177164,Female,44.0,Cash
C327327,Female,19.0,Cash
C221141,Male,52.0,Cash
C206726,Female,54.0,Cash
C181316,Female,51.0,Credit Card
C472301,Female,28.0,Cash
C131296,Female,40.0,Debit Card
C299909,Male,31.0,Credit Card
C648138,Female,37.0,Cash
C153307,Male,36.0,Debit Card
C209454,Female,50.0,Cash
C303487,Female,36.0,Cash
C109131,Male,49.0,Debit Card
C133043,Female,65.0,Cash
C634263,Female,46.0,Cash
C242881,Male,53.0,Debit Card
C233979,Female,49.0,Debit Card
C148063,Female,30.0,Credit Card
C230366,Female,38.0,Cash
C156921,Male,37.0,Debit Card
C589819,Male,29.0,Cash
C245300,Female,63.0,Credit Card
C206890,Female,38.0,Cash
C236709,Male,49.0,Cash
C340187,Female,38.0,Credit Card
C613405,Female,36.0,Cash
C113695,Male,62.0,Cash
C190428,Female,26.0,Cash
C234312,Female,66.0,Credit Card
C305605,Female,56.0,Credit Card
C116495,Female,31.0,Credit Card
C282549,Female,54.0,Credit Card
C115630,Female,33.0,Cash
C433295,Male,18.0,Debit Card
C889994,Male,39.0,Cash
C199002,Female,51.0,Credit Card
C308807,Female,28.0,Debit Card
C499950,Female,32.0,Debit Card
C125199,Female,59.0,Cash
C828588,Male,47.0,Credit Card
C183768,Male,55.0,Cash
C141202,Female,36.0,Cash
C249109,Female,46.0,Cash
C199844,Female,19.0,Credit Card
C329697,Female,42.0,Credit Card
C233649,Female,47.0,Cash
C329483,Female,32.0,Credit Card
C272978,Male,54.0,Credit Card
C312920,Female,43.0,Debit Card
C115030,Male,65.0,Credit Card
C504960,Male,64.0,Debit Card
C860947,Female,34.0,Credit Card
C224101,Male,26.0,Cash
C408146,Female,41.0,Debit Card
C895078,Male,63.0,Credit Card
C670524,Female,57.0,Cash
C214205,Female,28.0,Credit Card
C542025,Male,60.0,Credit Card
C295075,Female,50.0,Debit Card
C253846,Female,34.0,Debit Card
C133116,Female,52.0,Cash
C291343,Male,45.0,Debit Card
C146029,Female,19.0,Cash
C319593,Female,57.0,Credit Card
C717488,Female,58.0,Cash
C148538,Male,23.0,Credit Card
C262525,Male,40.0,Cash
C140591,Male,47.0,Cash
C212034,Female,34.0,Cash
C964360,Male,nan,Cash
C148208,Male,44.0,Cash
C111057,Female,24.0,Credit Card
C153941,Male,63.0,Credit Card
C214164,Female,34.0,Debit Card
C302728,Female,24.0,Cash
C648709,Male,40.0,Cash
C212788,Male,48.0,Cash
C991779,Female,58.0,Cash
C623851,Female,67.0,Credit Card
C280252,Female,68.0,Credit Card
C707611,Female,53.0,Credit Card
C136852,Male,52.0,Debit Card
C192282,Male,43.0,Cash
C526155,Female,31.0,Cash
C219931,Female,38.0,Cash
C817976,Female,26.0,Debit Card
C132509,Male,23.0,Cash
C172934,Male,33.0,Cash
C522056,Female,66.0,Credit Card
C290261,Female,23.0,Credit Card
C267568,Female,39.0,Credit Card
C117524,Female,61.0,Cash
C834093,Female,31.0,Credit Card
C476444,Male,39.0,Cash
C850080,Female,19.0,Credit Card
C460116,Female,43.0,Cash
C938729,Male,39.0,Debit Card
C592532,Male,19.0,Debit Card
C161650,Male,40.0,Debit Card
C124801,Male,42.0,Cash
C180919,Male,46.0,Credit Card
C206051,Female,57.0,Credit Card
C707861,Female,34.0,Debit Card
C335612,Female,32.0,Cash
C135417,Male,39.0,Debit Card
C230247,Male,27.0,Credit Card
C353878,Female,69.0,Cash
C287290,Female,64.0,Credit Card
C825813,Female,27.0,Credit Card
C201909,Female,39.0,Debit Card
C207306,Female,59.0,Debit Card
C547709,Male,40.0,Debit Card
C139650,Female,30.0,Cash
C311089,Male,65.0,Debit Card
C824413,Male,51.0,Cash
C246603,Male,18.0,Debit Card
C180719,Male,24.0,Debit Card
C332617,Male,29.0,Debit Card
C296747,Female,62.0,Debit Card
C239808,Male,49.0,Debit Card
C156581,Male,66.0,Cash
C251024,Female,45.0,Cash
C299827,Male,28.0,Cash
C224091,Male,66.0,Cash
C160326,Female,22.0,Credit Card
C286750,Male,21.0,Credit Card
C461253,Female,49.0,Cash
C277405,Female,50.0,Credit Card
C190682,Female,62.0,Debit Card
C331243,Female,36.0,Cash
C137920,Male,41.0,Credit Card
C268507,Female,20.0,Credit Card
C198061,Female,38.0,Credit Card
C339326,Female,25.0,Cash
C212089,Female,35.0,Credit Card
C721478,Female,28.0,Cash
C179362,Male,36.0,Cash
C332314,Female,67.0,Credit Card
C161889,Female,24.0,Cash
C165038,Female,27.0,Cash
C129927,Female,66.0,Debit Card
C125093,Male,52.0,Cash
C290353,Female,31.0,Credit Card
C379800,Female,44.0,Credit Card
C160400,Female,49.0,Cash
C233215,Female,48.0,Credit Card
C344266,Female,50.0,Credit Card
C555742,Female,22.0,Credit Card
C812883,Female,23.0,Credit Card
C254202,Female,34.0,Debit Card
C297823,Female,63.0,Cash
C125758,Female,45.0,Credit Card
C253372,Female,18.0,Cash
C251275,Female,65.0,Debit Card
C335053,Male,39.0,Credit Card
C118291,Female,22.0,Cash
C242607,Female,37.0,Debit Card
C507927,Female,48.0,Credit Card
C173957,Male,45.0,Debit Card
C171572,Male,36.0,Cash
C132059,Male,65.0,Debit Card
C807612,Female,28.0,Debit Card
C222089,Male,51.0,Credit Card
C797007,Male,63.0,Cash
C109875,Female,29.0,Cash
C210847,Male,22.0,Debit Card
C108656,Female,23.0,Cash
C733425,Male,40.0,Debit Card
